Year,County,AQI Median
2026-12-31,Lake,27.0
2027-12-31,Lake,27.0
2023-12-31,Los Angeles,76.0
2024-12-31,Los Angeles,75.0
2025-12-31,Los Angeles,75.0
2026-12-31,Los Angeles,74.0
2027-12-31,Los Angeles,73.0
2023-12-31,Marin,34.0
2024-12-31,Marin,35.0
2025-12-31,Marin,36.0
2026-12-31,Marin,36.0
2027-12-31,Marin,36.0
2023-12-31,Mendocino,54.0
2024-12-31,Mendocino,55.0
2025-12-31,Mendocino,55.0
2026-12-31,Mendocino,55.0
2027-12-31,Mendocino,54.0
2023-12-31,Mono,23.0
2024-12-31,Mono,23.0
2025-12-31,Mono,25.0
2026-12-31,Mono,26.0
2027-12-31,Mono,26.0
2023-12-31,Monterey,38.0
2024-12-31,Monterey,38.0
2025-12-31,Monterey,39.0
2026-12-31,Monterey,40.0
2027-12-31,Monterey,40.0
2023-12-31,Orange,49.0
2024-12-31,Orange,48.0
2025-12-31,Orange,49.0
2026-12-31,Orange,49.0
2027-12-31,Orange,49.0
2023-12-31,Placer,52.0
2024-12-31,Placer,52.0
2025-12-31,Placer,52.0
2026-12-31,Placer,53.0
2027-12-31,Placer,52.0
2023-12-31,Riverside,86.0
2024-12-31,Riverside,84.0
2025-12-31,Riverside,84.0
2026-12-31,Riverside,83.0
2027-12-31,Riverside,81.0
2023-12-31,Sacramento,44.0
2024-12-31,Sacramento,45.0
2025-12-31,Sacramento,46.0
2026-12-31,Sacramento,46.0
2027-12-31,Sacramento,46.0
2023-12-31,San Benito,42.0
2024-12-31,San Benito,42.0
2025-12-31,San Benito,43.0
2026-12-31,San Benito,43.0
2027-12-31,San Benito,43.0
2023-12-31,San Bernardino,81.0
2024-12-31,San Bernardino,80.0
2025-12-31,San Bernardino,80.0
2026-12-31,San Bernardino,79.0
2027-12-31,San Bernardino,77.0
2023-12-31,San Diego,57.0
2024-12-31,San Diego,57.0
2025-12-31,San Diego,57.0
2026-12-31,San Diego,58.0
2027-12-31,San Diego,57.0
2023-12-31,San Francisco,35.0
2024-12-31,San Francisco,35.0
2025-12-31,San Francisco,36.0
2026-12-31,San Francisco,37.0
2027-12-31,San Francisco,37.0
2023-12-31,San Joaquin,46.0
2024-12-31,San Joaquin,47.0
2025-12-31,San Joaquin,47.0
2026-12-31,San Joaquin,47.0
2027-12-31,San Joaquin,47.0
2023-12-31,San Luis Obispo,53.0
2024-12-31,San Luis Obispo,52.0
2025-12-31,San Luis Obispo,53.0
2026-12-31,San Luis Obispo,53.0
2027-12-31,San Luis Obispo,52.0
2023-12-31,San Mateo,34.0
2024-12-31,San Mateo,34.0
2025-12-31,San Mateo,35.0
2026-12-31,San Mateo,36.0
2027-12-31,San Mateo,36.0
2023-12-31,Santa Barbara,43.0
2024-12-31,Santa Barbara,43.0
2025-12-31,Santa Barbara,44.0
2026-12-31,Santa Barbara,44.0
2027-12-31,Santa Barbara,44.0
2023-12-31,Santa Clara,45.0
2024-12-31,Santa Clara,44.0
2025-12-31,Santa Clara,45.0
2026-12-31,Santa Clara,46.0
2027-12-31,Santa Clara,45.0
2023-12-31,Santa Cruz,34.0
2024-12-31,Santa Cruz,35.0
2025-12-31,Santa Cruz,36.0
2026-12-31,Santa Cruz,36.0
2027-12-31,Santa Cruz,36.0
2023-12-31,Shasta,46.0
2024-12-31,Shasta,45.0
2025-12-31,Shasta,46.0
2026-12-31,Shasta,46.0
2027-12-31,Shasta,46.0
2023-12-31,Siskiyou,14.0
2024-12-31,Siskiyou,19.0
2025-12-31,Siskiyou,20.0
2026-12-31,Siskiyou,21.0
2027-12-31,Siskiyou,22.0
2023-12-31,Solano,41.0
2024-12-31,Solano,41.0
2025-12-31,Solano,42.0
2026-12-31,Solano,42.0
2027-12-31,Solano,42.0
2023-12-31,Sonoma,33.0
2024-12-31,Sonoma,33.0
2025-12-31,Sonoma,34.0
2026-12-31,Sonoma,35.0
2027-12-31,Sonoma,35.0
2023-12-31,Stanislaus,55.0
2024-12-31,Stanislaus,54.0
2025-12-31,Stanislaus,55.0
2026-12-31,Stanislaus,55.0
2027-12-31,Stanislaus,54.0
2023-12-31,Sutter,49.0
2024-12-31,Sutter,50.0
2025-12-31,Sutter,50.0
2026-12-31,Sutter,51.0
2027-12-31,Sutter,50.0
2023-12-31,Tulare,77.0
2024-12-31,Tulare,76.0
2025-12-31,Tulare,76.0
2026-12-31,Tulare,75.0
2027-12-31,Tulare,74.0
2023-12-31,Ventura,49.0
2024-12-31,Ventura,49.0
2025-12-31,Ventura,49.0
2026-12-31,Ventura,50.0
2027-12-31,Ventura,49.0
2023-12-31,Yolo,41.0
2024-12-31,Yolo,41.0
2025-12-31,Yolo,42.0
2026-12-31,Yolo,42.0
2027-12-31,Yolo,42.0
